user_id,category,active_days_pct
180011453250192,entertainment,28.066914498141266
180011453250192,fuel,13.382899628252787
180011453250192,groceries,46.28252788104089
180011453250192,other,77.13754646840148
180011453250192,restaurants,24.907063197026023
180011453250192,shopping,48.141263940520446
180011453250192,travel,14.49814126394052
180014262259255,entertainment,12.0817843866171
180014262259255,fuel,16.356877323420075
180014262259255,groceries,19.702602230483272
180014262259255,other,53.71747211895911
180014262259255,restaurants,15.055762081784389
180014262259255,shopping,24.721189591078065
180014262259255,travel,7.434944237918216
180017442990269,entertainment,13.940520446096654
180017442990269,fuel,18.587360594795538
180017442990269,groceries,20.817843866171003
180017442990269,other,51.6728624535316
180017442990269,restaurants,13.197026022304833
180017442990269,shopping,26.022304832713754
180017442990269,travel,8.364312267657994
180018375329178,entertainment,16.91449814126394
180018375329178,fuel,8.736059479553903
180018375329178,groceries,35.31598513011153
180018375329178,other,66.35687732342006
180018375329178,restaurants,18.029739776951672
180018375329178,shopping,44.795539033457246
180018375329178,travel,6.5055762081784385
180031190491743,entertainment,26.579925650557623
180031190491743,fuel,12.825278810408921
180031190491743,groceries,50.0
180031190491743,other,83.27137546468401
180031190491743,restaurants,25.092936802973973
180031190491743,shopping,62.45353159851301
180031190491743,travel,11.71003717472119
180036456789979,entertainment,23.42007434944238
180036456789979,fuel,49.628252788104085
180036456789979,groceries,44.60966542750929
180036456789979,other,83.64312267657994
180036456789979,restaurants,28.438661710037177
180036456789979,shopping,47.026022304832715
180036456789979,travel,11.338289962825279
180038493344495,entertainment,0.0
180038493344495,fuel,0.18587360594795538
180038493344495,groceries,0.18587360594795538
180038493344495,other,0.18587360594795538
180038493344495,restaurants,0.0
180038493344495,shopping,0.37174721189591076
180038493344495,travel,0.0
180040027502291,entertainment,5.762081784386617
180040027502291,fuel,8.178438661710038
180040027502291,groceries,8.178438661710038
180040027502291,other,30.855018587360593
180040027502291,restaurants,7.434944237918216
180040027502291,shopping,15.985130111524162
180040027502291,travel,3.5315985130111525
180040131978916,entertainment,0.0
180040131978916,fuel,0.18587360594795538
180040131978916,groceries,0.0
180040131978916,other,0.18587360594795538
180040131978916,restaurants,0.0
180040131978916,shopping,0.37174721189591076
180040131978916,travel,0.0
180042946491150,entertainment,23.977695167286246
180042946491150,fuel,33.64312267657992
180042946491150,groceries,40.33457249070632
180042946491150,other,72.67657992565056
180042946491150,restaurants,22.676579925650557
180042946491150,shopping,42.56505576208178
180042946491150,travel,10.223048327137546
180046165512893,entertainment,12.639405204460965
180046165512893,fuel,18.773234200743495
180046165512893,groceries,22.490706319702603
180046165512893,other,53.53159851301115
180046165512893,restaurants,13.754646840148698
180046165512893,shopping,23.42007434944238
180046165512893,travel,5.390334572490707
180046617132290,entertainment,14.12639405204461
180046617132290,fuel,13.754646840148698
